taxonNo,family,taxon,mainsubject,subject,subpart,category,value,mod,posit,phase,presence,start,end
41448,Annonaceae,Melodorum ,monocarp,stipe,,development,developed,well,,,,870,885
41448,Annonaceae,Melodorum ,monocarp,stipe,,size,slender,,,,,886,893
41448,Annonaceae,Melodorum ,seed,seed,,subject,seed,,,,,895,927
41448,Annonaceae,Melodorum ,seed,seed,,shape,ellipsoid,,,,,901,911
41448,Annonaceae,Melodorum ,seed,seed,,texture,smooth,,,,,912,919
41448,Annonaceae,Melodorum ,seed,seed,,relief,smooth,,,,,912,919
41448,Annonaceae,Melodorum ,seed,seed,,reflectance,shining,,,,,920,927
41448,Annonaceae,Melodorum ,seed,seed,,UNK,intrusions,testal,into; lamelliform; endosperm,,,929,977
41409,Annonaceae,Mkilua ,plant,plant,,subject,plant,,,,,0,28
41409,Annonaceae,Mkilua ,plant,plant,,life-form,shrub,,,,,6,28
41409,Annonaceae,Mkilua ,plant,plant,,life-form,tree,small,,,,6,28
41409,Annonaceae,Mkilua ,plant,plant,indumentum,presence,,sparse,,,Present,30,48
41409,Annonaceae,Mkilua ,plant,plant,indumentum,presence,sparse,,,,Present,30,48
41409,Annonaceae,Mkilua ,plant,plant,hair,presence,,simple,,,Present,52,64
41409,Annonaceae,Mkilua ,plant,foliage,,subject,foliage,,,,,66,98
41409,Annonaceae,Mkilua ,plant,foliage,,reflectance,glossy,±,,,,74,98
41409,Annonaceae,Mkilua ,plant,foliage,,pubescence,glabrescent,±,,,,74,98
41409,Annonaceae,Mkilua ,flower,flower,,subject,flower,,,,,100,172
41409,Annonaceae,Mkilua ,flower,flower,,architecture,solitary,,,,,123,131
41409,Annonaceae,Mkilua ,flower,flower,,habit,solitary,,,,,123,131
41409,Annonaceae,Mkilua ,flower,flower,,arrangement,solitary,,,,,123,131
41409,Annonaceae,Mkilua ,flower,flower,,reproduction,hermaphrodite,,,,,108,122
41409,Annonaceae,Mkilua ,flower,flower,grouping,structure-infl,cyme,few-flowered,,,,135,157
41409,Annonaceae,Mkilua ,flower,flower,,position,axillary,extra,,,,158,172
41409,Annonaceae,Mkilua ,flower,bracteole,,subject,bracteole,,,,,174,192
41409,Annonaceae,Mkilua ,flower,bracteole,,presence,present,,,,,185,192
41409,Annonaceae,Mkilua ,sepal,sepal,,subject,sepal,,,,,194,261
41409,Annonaceae,Mkilua ,sepal,sepal,,prep,covering; petals,,,,,222,237
41409,Annonaceae,Mkilua ,sepal,sepal,,count,3,,,,,201,203
41409,Annonaceae,Mkilua ,sepal,sepal,,dehiscence,valvate,,,,,204,212
41409,Annonaceae,Mkilua ,sepal,sepal,,arrangement,valvate,,,,,204,212
41409,Annonaceae,Mkilua ,sepal,sepal,,aestivation,valvate,,,,,204,212
41409,Annonaceae,Mkilua ,sepal,sepal,bud,presence,,very young,,,Present,246,261
41409,Annonaceae,Mkilua ,petal,petal,,subject,petal,,,,,263,365
41409,Annonaceae,Mkilua ,petal,petal,whorls,presence,,2; count,,,Present,273,281
41409,Annonaceae,Mkilua ,petal,petal,,architecture,open,,,,,288,292
41409,Annonaceae,Mkilua ,petal,petal,,arrangement,imbricate,very; slightly,at; apex,,,313,344
41409,Annonaceae,Mkilua ,petal,petal,,aestivation,imbricate,very; slightly,at; apex,,,313,344
41409,Annonaceae,Mkilua ,petal,petal,,count,3,,,,,285,287
41409,Annonaceae,Mkilua ,petal,petal,base,presence,,,,in bud,Present,296,312
41409,Annonaceae,Mkilua ,petal,petal,base,presence,,in bud,,,Present,296,312
41409,Annonaceae,Mkilua ,petal,petal,base,life-stage,in_bud,,,,Present,296,312
41409,Annonaceae,Mkilua ,petal,petal,,dehiscence,valvate,,outer,,,352,365
41409,Annonaceae,Mkilua ,petal,petal,,arrangement,valvate,,outer,,,352,365
41409,Annonaceae,Mkilua ,petal,petal,,aestivation,valvate,,outer,,,352,365
41409,Annonaceae,Mkilua ,stamen,stamen,,subject,stamen,,,,,367,426
41409,Annonaceae,Mkilua ,stamen,stamen,,UNK,mass,hemispherical,,,,400,419
41409,Annonaceae,Mkilua ,stamen,stamen,,shape,oblong,linear,,,,420,426
41409,Annonaceae,Mkilua ,stamen,stamen,,position,lateral,anther-cells,,,,428,449
41409,Annonaceae,Mkilua ,stamen,stamen,,,locellate,very; distinctly,,when dry,,450,484
41409,Annonaceae,Mkilua ,stamen,connective-prolongation,,subject,connective-prolongation,,,,,486,590
41409,Annonaceae,Mkilua ,stamen,connective-prolongation,,,shaped,irregularly,,,,537,555
41409,Annonaceae,Mkilua ,stamen,connective-prolongation,,,anther-cells,,,,,523,536
41409,Annonaceae,Mkilua ,stamen,connective-prolongation,,UNK,view,plan,,,,559,569
41409,Annonaceae,Mkilua ,stamen,connective-prolongation,,shape-apex,truncate,,,,,570,579
41409,Annonaceae,Mkilua ,stamen,connective-prolongation,,shape-base,truncate,,,,,570,579
41409,Annonaceae,Mkilua ,stamen,connective-prolongation,,pubescence,puberulous,,,,,580,590
41409,Annonaceae,Mkilua ,stamen,filament,,subject,filament,,,,,592,620
41409,Annonaceae,Mkilua ,stamen,filament,,size,short,,,,,602,607
41409,Annonaceae,Mkilua ,stamen,filament,,fusion,distinct,,,,,612,620
41409,Annonaceae,Mkilua ,carpel,carpel,,subject,carpel,,,,,622,731
41409,Annonaceae,Mkilua ,carpel,carpel,,pubescence,hairy,,,,,673,678
41409,Annonaceae,Mkilua ,carpel,carpel,,count,4–6,,,,,710,713
41409,Annonaceae,Mkilua ,carpel,carpel,,count,numerous,,,,,630,639
41409,Annonaceae,Mkilua ,carpel,carpel,,shape,columnar,,,,,640,649
41409,Annonaceae,Mkilua ,carpel,carpel,,shape,ribbed,longitudinally,,,,650,672
41409,Annonaceae,Mkilua ,carpel,carpel,,architecture,ribbed,longitudinally,,,,650,672
41409,Annonaceae,Mkilua ,carpel,carpel,rib,presence,,,,,Present,695,704
41409,Annonaceae,Mkilua ,carpel,carpel,ovule,presence,,uniseriate,,,Present,714,731
41409,Annonaceae,Mkilua ,carpel,style,,subject,style,,,,,733,861
41409,Annonaceae,Mkilua ,carpel,style,,UNK,plate,flat,,,,784,794
41409,Annonaceae,Mkilua ,carpel,style,,shape,folded,ends,,,,804,815
41409,Annonaceae,Mkilua ,carpel,style,,architecture,grooved,deeply,,,,835,849
41409,Annonaceae,Mkilua ,carpel,style,,shape,oblong,linear,,,,739,746
41409,Annonaceae,Mkilua ,carpel,style,,shape,rounded,,at; apex,,,747,767
41409,Annonaceae,Mkilua ,carpel,style,,shape-base,rounded,,at; apex,,,747,767
41409,Annonaceae,Mkilua ,carpel,style,,shape-apex,rounded,,at; apex,,,747,767
41409,Annonaceae,Mkilua ,carpel,style,,,side,,,,,857,861
41409,Annonaceae,Mkilua ,monocarp,monocarp,,subject,monocarp,,,,,863,1028
41409,Annonaceae,Mkilua ,monocarp,monocarp,,dehiscence,dehiscent,ultimately,,,,873,893
41409,Annonaceae,Mkilua ,monocarp,monocarp,,wetness,drying,,,,,897,904
41409,Annonaceae,Mkilua ,monocarp,monocarp,,shape,cylindrical,,,,,905,920
41409,Annonaceae,Mkilua ,monocarp,monocarp,,shape,tapering,,towards; apex,,,925,951
41409,Annonaceae,Mkilua ,monocarp,monocarp,,shape,straight,,,,,952,961
41409,Annonaceae,Mkilua ,monocarp,monocarp,,course,straight,,,,,952,961
41409,Annonaceae,Mkilua ,monocarp,monocarp,,architecture,subsessile,,,,,962,973
41409,Annonaceae,Mkilua ,monocarp,monocarp,,architecture,-seeded,1–6,,,,974,985
41409,Annonaceae,Mkilua ,monocarp,monocarp,,size,constricted,not; markedly,between; seed,,,986,1028
41409,Annonaceae,Mkilua ,seed,seed,,subject,seed,,,,,1030,1211
41409,Annonaceae,Mkilua ,seed,seed,,arrangement,overlapping,,,,,1054,1065
41409,Annonaceae,Mkilua ,seed,seed,,aestivation,overlapping,,,,,1054,1065
41409,Annonaceae,Mkilua ,seed,seed,,shape,flattened,,,,,1113,1122
41409,Annonaceae,Mkilua ,seed,seed,aril,presence,,made; conspicuous apical,,,Present,1163,1198
41409,Annonaceae,Mkilua ,seed,seed,aril,presence,made,conspicuous apical,,,Present,1163,1198
41409,Annonaceae,Mkilua ,seed,seed,,orientation,oblique,slightly,,,,1036,1053
41409,Annonaceae,Mkilua ,seed,seed,,shape-base,oblique,slightly,,,,1036,1053
41409,Annonaceae,Mkilua ,seed,seed,,shape,oblique,slightly,,,,1036,1053
41409,Annonaceae,Mkilua ,seed,seed,,,ends,,,,,1084,1089
41409,Annonaceae,Mkilua ,seed,seed,,shape,cylindrical,,,,,1090,1112
41409,Annonaceae,Mkilua ,seed,seed,,UNK,overlap,ends,,,,1138,1162
41409,Annonaceae,Mkilua ,seed,seed,,UNK,overlap,they,,,,1138,1162
41409,Annonaceae,Mkilua ,seed,seed,,UNK,overlap,where,,,,1138,1162
41409,Annonaceae,Mkilua ,seed,seed,,,fibres,,,,,1205,1211
41453,Annonaceae,Monanthotaxis ,plant,plant,,subject,plant,,,,,0,76
41453,Annonaceae,Monanthotaxis ,plant,plant,,life-form,tree,Small,,,,6,47
41453,Annonaceae,Monanthotaxis ,plant,plant,,life-form,shrub,Small,,,,6,47
41453,Annonaceae,Monanthotaxis ,plant,plant,,life-form,climber,woody,,,,6,47
41453,Annonaceae,Monanthotaxis ,plant,plant,,pubescence,glabrescent TO densely silky,,,,,48,76
41453,Annonaceae,Monanthotaxis ,plant,plant,indumentum,presence,,of simple hairs,,,Present,78,104
41453,Annonaceae,Monanthotaxis ,leaves,leaves,,subject,leaves,,,,,106,175
41453,Annonaceae,Monanthotaxis ,leaves,leaves,species,presence,,,,,Present,116,128
41453,Annonaceae,Monanthotaxis ,leaves,leaves,,count,2,,,,,134,135
41453,Annonaceae,Monanthotaxis ,leaves,leaves,gland,presence,,marginal,at; of; the limb; base,,Present,136,175
41453,Annonaceae,Monanthotaxis ,flower,flower,,subject,flower,,,,,177,409
41453,Annonaceae,Monanthotaxis ,flower,flower,,reproduction,hermaphrodite,,,,,185,198
41453,Annonaceae,Monanthotaxis ,flower,flower,,reproduction,unisexual,,,,,223,232
41453,Annonaceae,Monanthotaxis ,flower,flower,,UNK,africa,east,,,,241,252
41453,Annonaceae,Monanthotaxis ,flower,flower,,arrangement,fascicled,,,,,279,288
41453,Annonaceae,Monanthotaxis ,flower,flower,,architecture,fascicled,,,,,279,288
41453,Annonaceae,Monanthotaxis ,flower,flower,,texture,dense,,,,,295,300
41453,Annonaceae,Monanthotaxis ,flower,flower,group,presence,,small,,,Present,210,222
41453,Annonaceae,Monanthotaxis ,flower,flower,,size,small,mostly,,,,255,268
41453,Annonaceae,Monanthotaxis ,flower,flower,,architecture,solitary,,,,,269,278
41453,Annonaceae,Monanthotaxis ,flower,flower,,habit,solitary,,,,,269,278
41453,Annonaceae,Monanthotaxis ,flower,flower,,arrangement,solitary,,,,,269,278
41453,Annonaceae,Monanthotaxis ,flower,flower,cyme,presence,,very lax few-flowered,,,Present,304,332
41453,Annonaceae,Monanthotaxis ,flower,flower,,position,axillary,,,,,333,373
41453,Annonaceae,Monanthotaxis ,flower,flower,,position,axillary,extra,,,,333,373
41453,Annonaceae,Monanthotaxis ,flower,flower,,position,axillary,,,,,374,390
41453,Annonaceae,Monanthotaxis ,flower,flower,,architecture,pedicellate,mostly,,,,391,409
41453,Annonaceae,Monanthotaxis ,flower,bracteole,,subject,bracteole,,,,,411,550
41453,Annonaceae,Monanthotaxis ,flower,bracteole,,,quite,,,,,448,453
41453,Annonaceae,Monanthotaxis ,flower,bracteole,,architecture,leafy,conspicuously,,,,454,494
41453,Annonaceae,Monanthotaxis ,flower,bracteole,,architecture,situated,usually,,,,454,494
41453,Annonaceae,Monanthotaxis ,flower,bracteole,,position,lower,,,,,502,507
41453,Annonaceae,Monanthotaxis ,flower,bracteole,,presence,present,,,,,421,429
41453,Annonaceae,Monanthotaxis ,flower,bracteole,,duration,persistent,often,,,,430,447
41453,Annonaceae,Monanthotaxis ,flower,bracteole,pedicel,presence,,,,,Present,516,528
41453,Annonaceae,Monanthotaxis ,flower,bracteole,,size,minute,frequently,,,,533,550
41453,Annonaceae,Monanthotaxis ,sepal,sepal,,subject,sepal,,,,,552,633
41453,Annonaceae,Monanthotaxis ,sepal,sepal,,fusion,free,,,,,575,591
41453,Annonaceae,Monanthotaxis ,sepal,sepal,,fusion,united,±,,,,575,591
41453,Annonaceae,Monanthotaxis ,sepal,sepal,,size,shorter,much,,,,605,617
41453,Annonaceae,Monanthotaxis ,sepal,sepal,,compar,shorter,much,,,,605,617
41453,Annonaceae,Monanthotaxis ,sepal,sepal,,count,(2–)3,,,,,559,565
41453,Annonaceae,Monanthotaxis ,sepal,sepal,,dehiscence,valvate,,,,,566,574
41453,Annonaceae,Monanthotaxis ,sepal,sepal,,arrangement,valvate,,,,,566,574
41453,Annonaceae,Monanthotaxis ,sepal,sepal,,aestivation,valvate,,,,,566,574
41453,Annonaceae,Monanthotaxis ,sepal,sepal,base,presence,,,,,Present,595,604
41453,Annonaceae,Monanthotaxis ,sepal,sepal,petal,presence,,,,,Present,623,633
41453,Annonaceae,Monanthotaxis ,petal,petal,,subject,petal,,,,,635,998
41453,Annonaceae,Monanthotaxis ,petal,petal,,count,2,,,,,698,699
41453,Annonaceae,Monanthotaxis ,petal,petal,whorls,presence,,distinct,,,Present,700,715
41453,Annonaceae,Monanthotaxis ,petal,petal,,location,inserted,,,,,719,727
41453,Annonaceae,Monanthotaxis ,petal,petal,whorl,presence,,1; count,,,Present,731,738
41453,Annonaceae,Monanthotaxis ,petal,petal,base,presence,,,,,Present,742,750
41453,Annonaceae,Monanthotaxis ,petal,petal,,UNK,overlapping; appearing TO be,,,,,755,786
41453,Annonaceae,Monanthotaxis ,petal,petal,,aestivation,overlapping,,,,,755,786
41453,Annonaceae,Monanthotaxis ,petal,petal,,UNK,appearing TO be,,,,,755,786
41453,Annonaceae,Monanthotaxis ,petal,petal,,arrangement,overlapping,,,,,755,786
41453,Annonaceae,Monanthotaxis ,petal,petal,,fusion,united,slightly,,,,824,839
41453,Annonaceae,Monanthotaxis ,petal,petal,,count,(4–)6,,,,,642,648
41453,Annonaceae,Monanthotaxis ,petal,petal,,,arranged,variously,,,,649,668
41453,Annonaceae,Monanthotaxis ,petal,petal,whorl,presence,,1; count,,,Present,686,694
41453,Annonaceae,Monanthotaxis ,petal,petal,whorls,presence,,2; count,above,,Present,790,805
41453,Annonaceae,Monanthotaxis ,petal,petal,,dehiscence,valvate,,,,,806,814
41453,Annonaceae,Monanthotaxis ,petal,petal,,arrangement,valvate,,,,,806,814
41453,Annonaceae,Monanthotaxis ,petal,petal,,aestivation,valvate,,,,,806,814
41453,Annonaceae,Monanthotaxis ,petal,petal,,fusion,free,,,,,815,820
41453,Annonaceae,Monanthotaxis ,petal,petal,base,presence,,,,,Present,843,852
41453,Annonaceae,Monanthotaxis ,petal,petal,,thickness,thick,mostly; rather,,,,853,873
41453,Annonaceae,Monanthotaxis ,petal,petal,,orientation,spreading,±,outer,often at length,,878,912
41453,Annonaceae,Monanthotaxis ,petal,petal,,size,smaller,,inner,,,917,955
41453,Annonaceae,Monanthotaxis ,petal,petal,,size,small,sometimes; very,inner,,,917,955
41453,Annonaceae,Monanthotaxis ,petal,petal,,shape,clawed,often; somewhat,,,,956,978
41453,Annonaceae,Monanthotaxis ,petal,petal,,arrangement,connivent,,,,,979,998
41453,Annonaceae,Monanthotaxis ,petal,petal,,orientation,erect,,,,,979,998
41453,Annonaceae,Monanthotaxis ,androecium,androecium,,subject,androecium,,,,,1000,1035
41453,Annonaceae,Monanthotaxis ,androecium,androecium,,,fiat,often,,,,1011,1021
41453,Annonaceae,Monanthotaxis ,androecium,stamen,,subject,stamen,,,,,1037,1151
41453,Annonaceae,Monanthotaxis ,androecium,stamen,,count,6,,,,,1045,1046
41453,Annonaceae,Monanthotaxis ,androecium,stamen,,count,1,,,,,1070,1071
41453,Annonaceae,Monanthotaxis ,androecium,stamen,,count,6,,,,,1101,1102
41453,Annonaceae,Monanthotaxis ,androecium,stamen,,count,6,,,,,1120,1121
41453,Annonaceae,Monanthotaxis ,androecium,stamen,whorls,presence,,–several,,,Present,1071,1087
41453,Annonaceae,Monanthotaxis ,androecium,stamen,stamen,presence,,reduced,,,Present,1122,1151
41453,Annonaceae,Monanthotaxis ,androecium,stamen,staminode,presence,,reduced,,,Present,1122,1151
41453,Annonaceae,Monanthotaxis ,androecium,stamen,,subject,stamen,,,,,1153,1221
41453,Annonaceae,Monanthotaxis ,androecium,stamen,,shape,clavate,linear,,,,1201,1208
41453,Annonaceae,Monanthotaxis ,androecium,stamen,,shape,linear,,,,,1161,1200
41453,Annonaceae,Monanthotaxis ,androecium,stamen,,shape,obconic,,,,,1161,1200
41453,Annonaceae,Monanthotaxis ,androecium,stamen,,,cuneiform,,,,,1212,1221
41453,Annonaceae,Monanthotaxis ,androecium,filament,,subject,filament,,,,,1223,1288
41453,Annonaceae,Monanthotaxis ,androecium,filament,,size,longer,sometimes,,,,1250,1266
41453,Annonaceae,Monanthotaxis ,androecium,filament,,compar,longer,sometimes,,,,1250,1266
41453,Annonaceae,Monanthotaxis ,androecium,filament,,presence,present,usually,,,,1233,1249
41453,Annonaceae,Monanthotaxis ,androecium,filament,,,anther-cells,,,,,1276,1288
41453,Annonaceae,Monanthotaxis ,androecium,filament,,UNK,are,which,,,,1374,1383
41453,Annonaceae,Monanthotaxis ,androecium,filament,,architecture,appendaged,sometimes,,,,1384,1404
41453,Annonaceae,Monanthotaxis ,androecium,filament,form,presence,,which; never have thickened apical,,,Present,1420,1469
41453,Annonaceae,Monanthotaxis ,androecium,filament,,UNK,completelyhiding,pavement,,,,1472,1508
41453,Annonaceae,Monanthotaxis ,androecium,filament,,UNK,completelyhiding,continuous,,,,1472,1508
41453,Annonaceae,Monanthotaxis ,androecium,filament,,,anther-cells,,,,,1513,1525
41453,Annonaceae,Monanthotaxis ,androecium,filament,,arrangement,parallel,anther-cells,,,,1290,1312
41453,Annonaceae,Monanthotaxis ,androecium,filament,,dehiscence,extrorse,,,,,1313,1334
41453,Annonaceae,Monanthotaxis ,androecium,filament,,dehiscence,introrse,sub,,,,1313,1334
41453,Annonaceae,Monanthotaxis ,androecium,filament,,prep,attached_to; the thickened connectives,,,,,1335,1373
41453,Annonaceae,Monanthotaxis ,carpel,carpel,,subject,carpel,,,,,1538,1635
41453,Annonaceae,Monanthotaxis ,carpel,carpel,,count,few,,,,,1546,1549
41453,Annonaceae,Monanthotaxis ,carpel,carpel,,shape,ellipsoid,,,,,1587,1596
41453,Annonaceae,Monanthotaxis ,carpel,carpel,,count,1–8,,,,,1614,1617
41453,Annonaceae,Monanthotaxis ,carpel,carpel,,fusion,free,,,,,1570,1575
41453,Annonaceae,Monanthotaxis ,carpel,carpel,,shape,cylindric,,,,,1576,1586
41453,Annonaceae,Monanthotaxis ,carpel,carpel,,,obconie,,,,,1600,1608
41453,Annonaceae,Monanthotaxis ,carpel,carpel,ovule,presence,,uniseriate,,,Present,1618,1635
41453,Annonaceae,Monanthotaxis ,carpel,style,,subject,style,,,,,1637,1741
41453,Annonaceae,Monanthotaxis ,carpel,style,,size,long,,,,,1679,1683
41453,Annonaceae,Monanthotaxis ,carpel,style,,size,shorter,,,,,1690,1697
41453,Annonaceae,Monanthotaxis ,carpel,style,,compar,shorter,,,,,1690,1697
41453,Annonaceae,Monanthotaxis ,carpel,style,stigma,presence,,bifurcate,,,Present,1714,1730
41453,Annonaceae,Monanthotaxis ,carpel,style,stigma,shape,bifurcate,,,,Present,1714,1730
41453,Annonaceae,Monanthotaxis ,carpel,style,,shape,cylindric,,,,,1643,1653
41453,Annonaceae,Monanthotaxis ,carpel,style,,shape,obconic,linear,,,,1654,1675
41453,Annonaceae,Monanthotaxis ,carpel,style,,shape,ellipsoid,linear,,,,1654,1675
41453,Annonaceae,Monanthotaxis ,carpel,style,ovary,presence,,,,,Present,1703,1713
41453,Annonaceae,Monanthotaxis ,carpel,style,,architecture,grooved,,,,,1734,1741
41453,Annonaceae,Monanthotaxis ,monocarp,monocarp,,subject,monocarp,,,,,1743,1931
41453,Annonaceae,Monanthotaxis ,monocarp,monocarp,,shape,cylindrical,,,,,1780,1791
41453,Annonaceae,Monanthotaxis ,monocarp,monocarp,,shape,globose,rarely,,,,1796,1814
41453,Annonaceae,Monanthotaxis ,monocarp,monocarp,,,articles,,,,,1903,1911
41453,Annonaceae,Monanthotaxis ,monocarp,monocarp,,,breaking,easily,,,,1912,1927
41453,Annonaceae,Monanthotaxis ,monocarp,monocarp,,dehiscence,indehiscent,,,,,1753,1765
41453,Annonaceae,Monanthotaxis ,monocarp,monocarp,,shape,fleshy,often,,,,1766,1779
41453,Annonaceae,Monanthotaxis ,monocarp,monocarp,,texture,fleshy,often,,,,1766,1779
41453,Annonaceae,Monanthotaxis ,monocarp,monocarp,,architecture,stipitate,mostly,,,,1817,1834
41453,Annonaceae,Monanthotaxis ,monocarp,monocarp,,architecture,-seeded,1–8,,,,1835,1846
41453,Annonaceae,Monanthotaxis ,monocarp,monocarp,,size,constricted,mostly; conspicuously,between; seed,,,1847,1898
41453,Annonaceae,Monanthotaxis ,seed,seed,,subject,seed,,,,,1933,1986
41453,Annonaceae,Monanthotaxis ,seed,seed,,shape,ellipsoid,,,,,1939,1956
41453,Annonaceae,Monanthotaxis ,seed,seed,,shape,ovoid,,,,,1957,1977
41453,Annonaceae,Monanthotaxis ,seed,seed,,shape,subglobose,,,,,1957,1977
41453,Annonaceae,Monanthotaxis ,seed,seed,,orientation,vertical,,,,,1978,1986
41453,Annonaceae,Monanthotaxis ,seed,seed,,UNK,intrusions,testal,into; endosperm,,,1988,2024
41453,Annonaceae,Monanthotaxis ,seed,seed,form,presence,,,into; endosperm,,Present,2006,2037
41492,Annonaceae,Monodora ,plant,plant,,subject,plant,,,,,0,89
41492,Annonaceae,Monodora ,plant,plant,,life-form,tree,,,,,6,25
41492,Annonaceae,Monodora ,plant,plant,,life-form,shrub,,,,,6,25
41492,Annonaceae,Monodora ,plant,plant,,habit,climbing,sometimes,,,,26,59
41492,Annonaceae,Monodora ,plant,plant,,habit,scrambling,sometimes,,,,26,59
41492,Annonaceae,Monodora ,plant,plant,,pubescence,glabrous,,,,,60,89
41492,Annonaceae,Monodora ,plant,plant,,pubescence,hair,simple,,,,60,89
41492,Annonaceae,Monodora ,plant,plant,hair,presence,glabrous,simple,,,Present,60,89
41492,Annonaceae,Monodora ,plant,stem,,subject,stem,young,,,,91,165
41492,Annonaceae,Monodora ,plant,stem,,coloration,black,frequently; drying,,,,119,142
41492,Annonaceae,Monodora ,plant,stem,,coloration,black,,,frequently drying,,119,142
41492,Annonaceae,Monodora ,plant,stem,,,do,,,,,146,148
41492,Annonaceae,Monodora ,plant,stem,,coloration,glaucous,often,,,,103,118
41492,Annonaceae,Monodora ,plant,stem,leaves,presence,,young,,,Present,149,165
41492,Annonaceae,Monodora ,flower,flower,,subject,flower,,,,,167,353
41492,Annonaceae,Monodora ,flower,flower,,architecture,solitary,,,,,190,198
41492,Annonaceae,Monodora ,flower,flower,,habit,solitary,,,,,190,198
41492,Annonaceae,Monodora ,flower,flower,,arrangement,solitary,,,,,190,198
41492,Annonaceae,Monodora ,flower,flower,,count,2,,,,,216,217
41492,Annonaceae,Monodora ,flower,flower,,position,terminal,,,,,238,264
41492,Annonaceae,Monodora ,flower,flower,,position,axillary,extra,,,,238,264
41492,Annonaceae,Monodora ,flower,flower,,reproduction,hermaphrodite,,,,,175,189
41492,Annonaceae,Monodora ,flower,flower,cyme,presence,,–few-flowered,,,Present,217,237
41492,Annonaceae,Monodora ,flower,flower,,prep,from; which leaves have fallen,,on; shoot,,,268,308
41492,Annonaceae,Monodora ,flower,flower,,UNK,fallen,have,on; from; which leaves; which leaves; prep; shoot,,,268,308
41492,Annonaceae,Monodora ,flower,flower,,UNK,fallen,have,on; shoot; from; which; leaves,,,268,308
41492,Annonaceae,Monodora ,flower,flower,,,fallen,,on; from; which leaves have; which leaves have; prep; shoot,,,268,308
41492,Annonaceae,Monodora ,flower,flower,,,fallen,,on; shoot; from; have; which; leaves,,,268,308
41492,Annonaceae,Monodora ,flower,flower,,,fallen,,on; have; from; which leaves; which leaves; prep; shoot,,,268,308
41492,Annonaceae,Monodora ,flower,flower,,architecture,pedicellate,,,,,309,321
41492,Annonaceae,Monodora ,flower,bracteole,,subject,bracteole,,,,,355,427
41492,Annonaceae,Monodora ,flower,bracteole,,size,large,often,,,,373,395
41492,Annonaceae,Monodora ,flower,bracteole,,architecture,leafy,often,,,,373,395
41492,Annonaceae,Monodora ,flower,bracteole,,architecture,amplexicaul,usually,,,,396,416
41492,Annonaceae,Monodora ,flower,bracteole,,duration,persistent,,,,,417,427
41492,Annonaceae,Monodora ,sepal,sepal,,subject,sepal,,,,,429,477
41492,Annonaceae,Monodora ,sepal,sepal,,size,shorter,,,,,454,461
41492,Annonaceae,Monodora ,sepal,sepal,,compar,shorter,,,,,454,461
41492,Annonaceae,Monodora ,sepal,sepal,,count,3,,,,,436,438
41492,Annonaceae,Monodora ,sepal,sepal,,dehiscence,valvate,,,,,439,447
41492,Annonaceae,Monodora ,sepal,sepal,,arrangement,valvate,,,,,439,447
41492,Annonaceae,Monodora ,sepal,sepal,,aestivation,valvate,,,,,439,447
41492,Annonaceae,Monodora ,sepal,sepal,,fusion,free,,,,,448,453
41492,Annonaceae,Monodora ,sepal,sepal,petal,presence,,,,,Present,467,477
41492,Annonaceae,Monodora ,petal,petal,,subject,petal,,,,,479,752
41492,Annonaceae,Monodora ,petal,petal,,count,6,,,,,486,487
41492,Annonaceae,Monodora ,petal,petal,whorls,presence,,2; count,,,Present,491,499
41492,Annonaceae,Monodora ,petal,petal,,fusion,united,,,,,533,539
41492,Annonaceae,Monodora ,petal,petal,,shape,crisped,markedly,,,,569,585
41492,Annonaceae,Monodora ,petal,petal,,size,broad,,outer,,,611,622
41492,Annonaceae,Monodora ,petal,petal,,orientation,spreading,usually,,,,636,653
41492,Annonaceae,Monodora ,petal,petal,apices,presence,,connivent,at; tips until; flower,,Present,681,737
41492,Annonaceae,Monodora ,petal,petal,apices,arrangement,connivent,,at; tips until; flower,,Present,681,737
41492,Annonaceae,Monodora ,petal,petal,,count,3,,,,,503,505
41492,Annonaceae,Monodora ,petal,petal,,dehiscence,valvate,,,,,511,519
41492,Annonaceae,Monodora ,petal,petal,,arrangement,valvate,,,,,511,519
41492,Annonaceae,Monodora ,petal,petal,,aestivation,valvate,,,,,511,519
41492,Annonaceae,Monodora ,petal,petal,,comparison,unequal,,,,,520,528
41492,Annonaceae,Monodora ,petal,petal,base,presence,,,,,Present,543,552
41492,Annonaceae,Monodora ,petal,petal,margin,presence,,undulate,,,Present,589,606
41492,Annonaceae,Monodora ,petal,petal,base,presence,,,,,Present,626,635
41492,Annonaceae,Monodora ,petal,petal,,shape,curved,,,,,657,664
41492,Annonaceae,Monodora ,petal,petal,,course,curved,,,,,657,664
41492,Annonaceae,Monodora ,petal,petal,,shape,clawed,±,inner,,,665,680
41492,Annonaceae,Monodora ,petal,petal,,life-stage,mature,very,,,,741,752
41492,Annonaceae,Monodora ,stamen,stamen,,subject,stamen,,,,,754,807
41492,Annonaceae,Monodora ,stamen,stamen,,,cuneiform,,,,,780,789
41492,Annonaceae,Monodora ,stamen,stamen,,count,numerous,,,,,762,771
41492,Annonaceae,Monodora ,stamen,stamen,,shape,oblong,linear,,,,772,779
41492,Annonaceae,Monodora ,stamen,stamen,,shape,globose,almost,,,,793,807
41492,Annonaceae,Monodora ,stamen,filament,,subject,filament,,,,,809,825
41492,Annonaceae,Monodora ,stamen,filament,,presence,Absent,,,,Absent,819,825
