taxonNo,family,taxon,mainsubject,subject,subpart,category,value,mod,posit,phase,presence,start,end
41481,Annonaceae,Annona ,plant,plant,,subject,plant,,,,,0,78
41481,Annonaceae,Annona ,plant,plant,,life-form,tree,,,,,6,36
41481,Annonaceae,Annona ,plant,plant,,life-form,shrub,,,,,6,36
41481,Annonaceae,Annona ,plant,plant,,life-form,subshrub,,,,,6,36
41481,Annonaceae,Annona ,plant,plant,hair,presence,,simple or stellate,,,Present,37,78
41481,Annonaceae,Annona ,plant,plant,hair,pubescence,glabrous,simple or stellate,,,Present,37,78
41481,Annonaceae,Annona ,flower,flower,,subject,flower,,,,,80,212
41481,Annonaceae,Annona ,flower,flower,,arrangement,fasciculate,,,,,121,132
41481,Annonaceae,Annona ,flower,flower,,architecture,fasciculate,,,,,121,132
41481,Annonaceae,Annona ,flower,flower,,reproduction,hermaphrodite,usually,,,,88,110
41481,Annonaceae,Annona ,flower,flower,,architecture,solitary,,,,,111,120
41481,Annonaceae,Annona ,flower,flower,,habit,solitary,,,,,111,120
41481,Annonaceae,Annona ,flower,flower,,arrangement,solitary,,,,,111,120
41481,Annonaceae,Annona ,flower,flower,grouping,structure-infl,cyme,few-flowered,,,,136,158
41481,Annonaceae,Annona ,flower,flower,,position,terminal,,,,,159,168
41481,Annonaceae,Annona ,flower,flower,,position,leaf-opposed,,,,,169,200
41481,Annonaceae,Annona ,flower,flower,,position,axillary,extra,,,,169,200
41481,Annonaceae,Annona ,flower,flower,,architecture,pedicellate,,,,,201,212
41481,Annonaceae,Annona ,flower,bud,,subject,bud,,,,,214,255
41481,Annonaceae,Annona ,flower,bud,,shape,globose,,,,,219,227
41481,Annonaceae,Annona ,flower,bud,,shape,ovoid,,,,,228,246
41481,Annonaceae,Annona ,flower,bud,,shape,elongate,,,,,228,246
41481,Annonaceae,Annona ,flower,bud,,shape,-angled,3,,,,247,255
41481,Annonaceae,Annona ,flower,bracteole,,subject,bracteole,,,,,257,283
41481,Annonaceae,Annona ,flower,bracteole,,count,0–2,,,,,268,272
41481,Annonaceae,Annona ,flower,bracteole,,duration,persistent,,,,,273,283
41481,Annonaceae,Annona ,sepal,sepal,,subject,sepal,,,,,285,333
41481,Annonaceae,Annona ,sepal,sepal,,size,smaller,,,,,310,317
41481,Annonaceae,Annona ,sepal,sepal,,compar,smaller,,,,,310,317
41481,Annonaceae,Annona ,sepal,sepal,,count,3,,,,,292,294
41481,Annonaceae,Annona ,sepal,sepal,,dehiscence,valvate,,,,,295,303
41481,Annonaceae,Annona ,sepal,sepal,,arrangement,valvate,,,,,295,303
41481,Annonaceae,Annona ,sepal,sepal,,aestivation,valvate,,,,,295,303
41481,Annonaceae,Annona ,sepal,sepal,,fusion,free,,,,,304,309
41481,Annonaceae,Annona ,sepal,sepal,petal,presence,,,,,Present,323,333
41481,Annonaceae,Annona ,petal,petal,,subject,petal,,,,,335,532
41481,Annonaceae,Annona ,petal,petal,,count,6,,,,,350,351
41481,Annonaceae,Annona ,petal,petal,,dehiscence,valvate,,,,,372,379
41481,Annonaceae,Annona ,petal,petal,,arrangement,valvate,,,,,372,379
41481,Annonaceae,Annona ,petal,petal,,aestivation,valvate,,,,,372,379
41481,Annonaceae,Annona ,petal,petal,,comparison,subequal,,,,,408,416
41481,Annonaceae,Annona ,petal,petal,,size,reduced,inner,,,,420,442
41481,Annonaceae,Annona ,petal,petal,,fusion,free,,,,,454,468
41481,Annonaceae,Annona ,petal,petal,,fusion,united,,,,,454,468
41481,Annonaceae,Annona ,petal,petal,,orientation,suberect,mostly,,,,504,519
41481,Annonaceae,Annona ,petal,petal,whorls,presence,,1–2; count,,,Present,355,366
41481,Annonaceae,Annona ,petal,petal,,arrangement,imbricate,,,,,397,407
41481,Annonaceae,Annona ,petal,petal,,aestivation,imbricate,,,,,397,407
41481,Annonaceae,Annona ,petal,petal,,presence,Absent,,,,Absent,446,453
41481,Annonaceae,Annona ,petal,petal,,presence,absent,,,,,446,453
41481,Annonaceae,Annona ,petal,petal,base,presence,,,,,Present,472,481
41481,Annonaceae,Annona ,petal,petal,,thickness,thick,,,,,482,503
41481,Annonaceae,Annona ,petal,petal,,texture,coriaceous,,,,,482,503
41481,Annonaceae,Annona ,petal,petal,,arrangement,connivent,,,,,523,532
41481,Annonaceae,Annona ,stamen,stamen,,subject,stamen,,,,,534,576
41481,Annonaceae,Annona ,stamen,stamen,,count,numerous,,,,,542,551
41481,Annonaceae,Annona ,stamen,stamen,,shape,linear,,,,,552,576
41481,Annonaceae,Annona ,stamen,stamen,,shape,clavate,linear,,,,552,576
41481,Annonaceae,Annona ,stamen,filament,,subject,filament,,,,,578,593
41481,Annonaceae,Annona ,stamen,filament,,size,short,,,,,588,593
41481,Annonaceae,Annona ,stamen,filament,,,anther-cells,,,,,595,607
41481,Annonaceae,Annona ,stamen,filament,,comparison,unequal,sometimes,,,,608,626
41481,Annonaceae,Annona ,stamen,filament,,dehiscence,extrorse,,,,,627,635
41481,Annonaceae,Annona ,stamen,connective-prolongation,,subject,connective-prolongation,,,,,637,703
41481,Annonaceae,Annona ,stamen,connective-prolongation,,shape,dilated,,,,,681,688
41481,Annonaceae,Annona ,stamen,connective-prolongation,,shape,capitate,obliquely,,,,661,680
41481,Annonaceae,Annona ,stamen,connective-prolongation,,architecture,capitate,obliquely,,,,661,680
41481,Annonaceae,Annona ,stamen,connective-prolongation,,shape-apex,apiculate,±,,,,692,703
41481,Annonaceae,Annona ,carpel,carpel,,subject,carpel,,,,,705,770
41481,Annonaceae,Annona ,carpel,carpel,,count,1,,,,,751,752
41481,Annonaceae,Annona ,carpel,carpel,,count,numerous,,,,,713,722
41481,Annonaceae,Annona ,carpel,carpel,,fusion,united,±,,,,723,732
41481,Annonaceae,Annona ,carpel,carpel,,shape,cylindrical,,,,,733,745
41481,Annonaceae,Annona ,carpel,carpel,ovule,presence,,erect basal,,,Present,753,770
41481,Annonaceae,Annona ,carpel,style,,subject,style,,,,,772,786
41481,Annonaceae,Annona ,carpel,style,,shape,clavate,linear,,,,779,786
41481,Annonaceae,Annona ,carpel,stigmas,,subject,stigmas,,,,,788,804
41481,Annonaceae,Annona ,carpel,stigmas,,relief,muricate,,,,,796,804
41481,Annonaceae,Annona ,fruit,fruit,,subject,fruit,,,,,806,886
41481,Annonaceae,Annona ,fruit,fruit,,architecture,pedicellate,,,,,812,824
41481,Annonaceae,Annona ,fruit,fruit,,architecture,syncarpous,,,,,825,836
41481,Annonaceae,Annona ,fruit,fruit,,shape,fleshy,,,,,837,844
41481,Annonaceae,Annona ,fruit,fruit,,texture,fleshy,,,,,837,844
41481,Annonaceae,Annona ,fruit,fruit,,dehiscence,indehiscent,,,,,845,857
41481,Annonaceae,Annona ,fruit,fruit,,shape,ovoid-globose,,,,,858,886
41481,Annonaceae,Annona ,fruit,fruit,,shape,cylindrical,,,,,858,886
41481,Annonaceae,Annona ,seed,seed,,subject,seed,,,,,888,924
41481,Annonaceae,Annona ,seed,seed,,count,numerous,,,,,894,903
41481,Annonaceae,Annona ,seed,seed,,,arranged,irregularly,,,,904,924
41481,Annonaceae,Annona ,seed,aril,,subject,aril,,,,,926,1010
41481,Annonaceae,Annona ,seed,aril,,shape,annular,,,,,953,982
41481,Annonaceae,Annona ,seed,aril,,architecture,grooved,,,,,953,982
41481,Annonaceae,Annona ,seed,aril,,shape,ridged,,,,,953,982
41481,Annonaceae,Annona ,seed,aril,,position,terminal,,,,,931,940
41481,Annonaceae,Annona ,seed,aril,,shape,compressed,,,,,941,952
41481,Annonaceae,Annona ,seed,aril,,UNK,fibrillated,appear,,,,992,1010
41384,Annonaceae,Anonidium ,plant,plant,,subject,plant,,,,,0,71
41384,Annonaceae,Anonidium ,plant,plant,,,medium-sized,,,,,9,21
41384,Annonaceae,Anonidium ,plant,plant,indumentum,presence,,of simple hairs,,,Present,25,71
41384,Annonaceae,Anonidium ,flower,flower,,subject,flower,,,,,73,164
41384,Annonaceae,Anonidium ,flower,flower,,reproduction,hermaphrodite,,,,,81,102
41384,Annonaceae,Anonidium ,flower,flower,,reproduction,male,,,,,81,102
41384,Annonaceae,Anonidium ,flower,flower,grouping,structure-infl,cyme,borne; many-flowered,on; leafless; branch,,,103,152
41384,Annonaceae,Anonidium ,flower,flower,trunk,presence,,,,,Present,159,164
41384,Annonaceae,Anonidium ,flower,bud,,subject,bud,,,,,166,181
41384,Annonaceae,Anonidium ,flower,bud,,shape,subglobose,,,,,171,181
41384,Annonaceae,Anonidium ,flower,bract,,subject,bract,,,,,183,199
41384,Annonaceae,Anonidium ,flower,bract,,shape,cucullate,,,,,190,199
41384,Annonaceae,Anonidium ,flower,bract,,architecture,cucullate,,,,,190,199
41384,Annonaceae,Anonidium ,flower,bracteole,,subject,bracteole,,,,,201,269
41384,Annonaceae,Anonidium ,flower,bracteole,,count,2,,,,,212,214
41384,Annonaceae,Anonidium ,flower,bracteole,,arrangement,opposite,,at; of; calyx; base,,,215,241
41384,Annonaceae,Anonidium ,flower,bracteole,bud,presence,,,,,Present,261,269
41384,Annonaceae,Anonidium ,sepal,sepal,,subject,sepal,,,,,271,333
41384,Annonaceae,Anonidium ,sepal,sepal,,fusion,united,,,,,290,296
41384,Annonaceae,Anonidium ,sepal,sepal,,size,smaller,,,,,310,317
41384,Annonaceae,Anonidium ,sepal,sepal,,compar,smaller,,,,,310,317
41384,Annonaceae,Anonidium ,sepal,sepal,,count,3,,,,,278,280
41384,Annonaceae,Anonidium ,sepal,sepal,,dehiscence,valvate,,,,,281,289
41384,Annonaceae,Anonidium ,sepal,sepal,,arrangement,valvate,,,,,281,289
41384,Annonaceae,Anonidium ,sepal,sepal,,aestivation,valvate,,,,,281,289
41384,Annonaceae,Anonidium ,sepal,sepal,base,presence,,,,,Present,300,309
41384,Annonaceae,Anonidium ,sepal,sepal,petal,presence,,,,,Present,323,333
41384,Annonaceae,Anonidium ,petal,petal,,subject,petal,,,,,335,431
41384,Annonaceae,Anonidium ,petal,petal,whorls,presence,,2; count,,,Present,348,356
41384,Annonaceae,Anonidium ,petal,petal,,count,6,,,,,342,344
41384,Annonaceae,Anonidium ,petal,petal,,count,3,,,,,360,362
41384,Annonaceae,Anonidium ,petal,petal,,dehiscence,valvate,,outer,,,367,381
41384,Annonaceae,Anonidium ,petal,petal,,arrangement,valvate,,outer,,,367,381
41384,Annonaceae,Anonidium ,petal,petal,,aestivation,valvate,,outer,,,367,381
41384,Annonaceae,Anonidium ,petal,petal,,compar,smaller,somewhat,inner,,,386,431
41384,Annonaceae,Anonidium ,petal,petal,,arrangement,imbricate,slightly,inner,,,386,431
41384,Annonaceae,Anonidium ,petal,petal,,size,smaller,somewhat,inner,,,386,431
41384,Annonaceae,Anonidium ,petal,petal,,aestivation,imbricate,slightly,inner,,,386,431
41384,Annonaceae,Anonidium ,stamen,stamen,,subject,stamen,,,,,433,505
41384,Annonaceae,Anonidium ,stamen,stamen,,count,numerous,,,,,441,449
41384,Annonaceae,Anonidium ,stamen,stamen,flower,presence,,hermaphrodite,,,Present,462,483
41384,Annonaceae,Anonidium ,stamen,stamen,,shape,linear,,,,,486,492
41384,Annonaceae,Anonidium ,stamen,stamen,,arrangement,linear,,,,,486,492
41384,Annonaceae,Anonidium ,stamen,stamen,,,cuneiform,,,,,496,505
41384,Annonaceae,Anonidium ,stamen,stamen,,shape,linear,anther-cells,,,,507,527
41384,Annonaceae,Anonidium ,stamen,stamen,,arrangement,linear,anther-cells,,,,507,527
41384,Annonaceae,Anonidium ,stamen,stamen,,dehiscence,extrorse,,,,,528,536
41384,Annonaceae,Anonidium ,stamen,connective,,subject,connective,,,,,538,588
41384,Annonaceae,Anonidium ,stamen,connective,,UNK,prolongation,disc-like,,,,557,588
41384,Annonaceae,Anonidium ,stamen,connective,,UNK,prolongation,enlarged,,,,557,588
41384,Annonaceae,Anonidium ,stamen,filament,,subject,filament,,,,,590,610
41384,Annonaceae,Anonidium ,stamen,filament,,size,short,very,,,,600,610
41384,Annonaceae,Anonidium ,carpel,carpel,,subject,carpel,,,,,612,710
41384,Annonaceae,Anonidium ,carpel,carpel,,prep,immersed_in; the receptacle,,,,,653,679
41384,Annonaceae,Anonidium ,carpel,carpel,base,presence,,,,,Present,683,691
41384,Annonaceae,Anonidium ,carpel,carpel,,count,1,,,,,697,698
41384,Annonaceae,Anonidium ,carpel,carpel,,count,numerous,,,,,620,629
41384,Annonaceae,Anonidium ,carpel,carpel,,shape,cylindrical,,,,,630,642
41384,Annonaceae,Anonidium ,carpel,carpel,,fusion,united,±,,,,643,652
41384,Annonaceae,Anonidium ,carpel,carpel,ovule,presence,,basal,,,Present,699,710
41384,Annonaceae,Anonidium ,carpel,style,,subject,style,,,,,712,749
41384,Annonaceae,Anonidium ,carpel,style,,size,short,,,,,718,734
41384,Annonaceae,Anonidium ,carpel,style,,thickness,thick,,,,,718,734
41384,Annonaceae,Anonidium ,carpel,style,,size,enlarged,,above,,,735,749
41384,Annonaceae,Anonidium ,carpel,stigma,,subject,stigma,,,,,751,768
41384,Annonaceae,Anonidium ,carpel,stigma,,shape,subglobose,,,,,758,768
41384,Annonaceae,Anonidium ,fruit,fruit,,subject,fruit,,,,,770,859
41384,Annonaceae,Anonidium ,fruit,fruit,,size,large,,,,,776,782
41384,Annonaceae,Anonidium ,fruit,fruit,,architecture,syncarpous,,,,,783,794
41384,Annonaceae,Anonidium ,fruit,fruit,,shape,fleshy,,,,,795,802
41384,Annonaceae,Anonidium ,fruit,fruit,,texture,fleshy,,,,,795,802
41384,Annonaceae,Anonidium ,fruit,fruit,,dehiscence,indehiscent,,,,,803,815
41384,Annonaceae,Anonidium ,fruit,fruit,,shape,subcylindrical TO ovoid-globose,,,,,816,848
41384,Annonaceae,Anonidium ,fruit,fruit,,architecture,reticulate,,,,,849,859
41384,Annonaceae,Anonidium ,seed,seed,,subject,seed,,,,,861,962
41384,Annonaceae,Anonidium ,seed,seed,,count,numerous,,,,,867,876
41384,Annonaceae,Anonidium ,seed,seed,,,arranged,vertically,,,,877,897
41384,Annonaceae,Anonidium ,seed,seed,,shape,ovoid,,,,,898,919
41384,Annonaceae,Anonidium ,seed,seed,,shape,reniform,sub,,,,898,919
41384,Annonaceae,Anonidium ,seed,seed,,shape,compressed,,,,,920,931
41384,Annonaceae,Anonidium ,seed,seed,,size,large,often,,,,932,962
41414,Annonaceae,Artabotrys ,plant,plant,,subject,plant,,,,,0,100
41414,Annonaceae,Artabotrys ,plant,plant,,habit,climbing,,,,,9,17
41414,Annonaceae,Artabotrys ,plant,plant,shrub,presence,,erect,,,Present,21,34
41414,Annonaceae,Artabotrys ,plant,plant,indumentum,presence,,of simple hairs,,,Present,35,100
41414,Annonaceae,Artabotrys ,plant,plant,indumentum,pubescence,glabrous,of simple hairs,,,Present,35,100
41414,Annonaceae,Artabotrys ,flower,flower,,subject,flower,,,,,102,254
41414,Annonaceae,Artabotrys ,flower,flower,,architecture,solitary,,,,,138,146
41414,Annonaceae,Artabotrys ,flower,flower,,habit,solitary,,,,,138,146
41414,Annonaceae,Artabotrys ,flower,flower,,arrangement,solitary,,,,,138,146
41414,Annonaceae,Artabotrys ,flower,flower,,reproduction,hermaphrodite,,,,,110,124
41414,Annonaceae,Artabotrys ,flower,flower,,architecture,pedicellate,,,,,125,137
41414,Annonaceae,Artabotrys ,flower,flower,grouping,structure-infl,cyme,extra-axillary,,,,150,174
41414,Annonaceae,Artabotrys ,flower,flower,,position,terminal,rarely,,,,175,191
41414,Annonaceae,Artabotrys ,flower,flower,,architecture,borne,mostly,on; very characteristic thickened hooked; peduncle,,,192,254
41414,Annonaceae,Artabotrys ,flower,bud,,subject,bud,,,,,256,266
41414,Annonaceae,Artabotrys ,flower,bud,,shape,ovoid,,,,,261,266
41414,Annonaceae,Artabotrys ,flower,bract,,subject,bract,,,,,268,331
41414,Annonaceae,Artabotrys ,flower,bract,bracteole,presence,,small,,,Present,279,296
41414,Annonaceae,Artabotrys ,flower,bract,bracteole,size,small,,,,Present,279,296
41414,Annonaceae,Artabotrys ,flower,bract,,habit,deciduous,usually,,,,314,331
41414,Annonaceae,Artabotrys ,flower,bract,,duration,deciduous,usually,,,,314,331
41414,Annonaceae,Artabotrys ,sepal,sepal,,subject,sepal,,,,,333,418
41414,Annonaceae,Artabotrys ,sepal,sepal,,fusion,free,,,,,352,368
41414,Annonaceae,Artabotrys ,sepal,sepal,,fusion,united,±,,,,352,368
41414,Annonaceae,Artabotrys ,sepal,sepal,,compar,equalling,,,,,382,402
41414,Annonaceae,Artabotrys ,sepal,sepal,,compar,smaller,,,,,382,402
41414,Annonaceae,Artabotrys ,sepal,sepal,,count,3,,,,,340,342
41414,Annonaceae,Artabotrys ,sepal,sepal,,dehiscence,valvate,,,,,343,351
41414,Annonaceae,Artabotrys ,sepal,sepal,,arrangement,valvate,,,,,343,351
41414,Annonaceae,Artabotrys ,sepal,sepal,,aestivation,valvate,,,,,343,351
41414,Annonaceae,Artabotrys ,sepal,sepal,base,presence,,,,,Present,372,381
41414,Annonaceae,Artabotrys ,sepal,sepal,petal,presence,,,,,Present,408,418
41414,Annonaceae,Artabotrys ,petal,petal,,subject,petal,,,,,420,548
41414,Annonaceae,Artabotrys ,petal,petal,whorls,presence,,2; count,,,Present,433,441
41414,Annonaceae,Artabotrys ,petal,petal,,shape-margin,concave,usually,,,,478,493
41414,Annonaceae,Artabotrys ,petal,petal,,shape,concave,usually,,,,478,493
41414,Annonaceae,Artabotrys ,petal,petal,,count,6,,,,,427,429
41414,Annonaceae,Artabotrys ,petal,petal,,count,3,,,,,445,447
41414,Annonaceae,Artabotrys ,petal,petal,,dehiscence,valvate,,,,,453,461
41414,Annonaceae,Artabotrys ,petal,petal,,arrangement,valvate,,,,,453,461
41414,Annonaceae,Artabotrys ,petal,petal,,aestivation,valvate,,,,,453,461
41414,Annonaceae,Artabotrys ,petal,petal,,comparison,subequal,,,,,462,471
41414,Annonaceae,Artabotrys ,petal,petal,,fusion,free,,,,,472,477
41414,Annonaceae,Artabotrys ,petal,petal,base,presence,,,,,Present,497,548
41414,Annonaceae,Artabotrys ,petal,petal,base,arrangement,connivent,,over; stamen,,Present,497,548
41414,Annonaceae,Artabotrys ,petal,petal,carpel,presence,connivent,,over; stamen,,Present,497,548
41414,Annonaceae,Artabotrys ,petal,petal,base,presence,,,over; stamen,,Present,497,548
41414,Annonaceae,Artabotrys ,stamen,stamen,,subject,stamen,,,,,550,632
41414,Annonaceae,Artabotrys ,stamen,stamen,,count,numerous,,,,,558,566
41414,Annonaceae,Artabotrys ,stamen,stamen,staminode,presence,,,,,Present,593,603
41414,Annonaceae,Artabotrys ,stamen,stamen,,shape,oblong,linear,,,,606,619
41414,Annonaceae,Artabotrys ,stamen,stamen,,,cuneiform,,,,,623,632
41414,Annonaceae,Artabotrys ,stamen,filament,,subject,filament,,,,,634,664
41414,Annonaceae,Artabotrys ,stamen,filament,,size,short,very,,,,644,654
41414,Annonaceae,Artabotrys ,stamen,filament,,presence,Absent,,,,Absent,658,664
41414,Annonaceae,Artabotrys ,stamen,filament,,presence,absent,,,,,658,664
41414,Annonaceae,Artabotrys ,stamen,filament,,dehiscence,extrorse,anther-cells,,,,666,687
41414,Annonaceae,Artabotrys ,stamen,filament,,shape,dilated,connective-appendages,,,,689,719
41414,Annonaceae,Artabotrys ,stamen,filament,,shape-apex,truncate,,,,,720,728
41414,Annonaceae,Artabotrys ,stamen,filament,,shape-base,truncate,,,,,720,728
41414,Annonaceae,Artabotrys ,carpel,carpel,,subject,carpel,,,,,730,800
41414,Annonaceae,Artabotrys ,carpel,carpel,,count,2,,,,,786,787
41414,Annonaceae,Artabotrys ,carpel,carpel,,fusion,free,,,,,755,760
41414,Annonaceae,Artabotrys ,carpel,carpel,,shape,ovoid,,,,,761,780
41414,Annonaceae,Artabotrys ,carpel,carpel,,shape,ellipsoid,,,,,761,780
41414,Annonaceae,Artabotrys ,carpel,carpel,ovule,presence,,basal,,,Present,788,800
41414,Annonaceae,Artabotrys ,carpel,style,,subject,style,,,,,802,859
41414,Annonaceae,Artabotrys ,carpel,style,,size,shorter,,,,,824,831
41414,Annonaceae,Artabotrys ,carpel,style,,compar,shorter,,,,,824,831
41414,Annonaceae,Artabotrys ,carpel,style,,compar,equalling,,,,,840,849
41414,Annonaceae,Artabotrys ,carpel,style,,shape,oblong,linear,,,,809,823
41414,Annonaceae,Artabotrys ,carpel,style,ovary,presence,,,,,Present,850,859
41414,Annonaceae,Artabotrys ,monocarp,monocarp,,subject,monocarp,,,,,861,956
41414,Annonaceae,Artabotrys ,monocarp,monocarp,,dehiscence,indehiscent,,,,,871,883
41414,Annonaceae,Artabotrys ,monocarp,monocarp,,shape,cylindric,,,,,884,907
41414,Annonaceae,Artabotrys ,monocarp,monocarp,,shape,ellipsoid,,,,,884,907
41414,Annonaceae,Artabotrys ,monocarp,monocarp,,architecture,stipitate,mostly; not,,,,908,929
41414,Annonaceae,Artabotrys ,monocarp,monocarp,,architecture,-seeded,1–2,,,,930,941
41414,Annonaceae,Artabotrys ,monocarp,monocarp,,shape,fleshy,usually,,,,942,956
41414,Annonaceae,Artabotrys ,monocarp,monocarp,,texture,fleshy,usually,,,,942,956
41414,Annonaceae,Artabotrys ,seed,seed,,subject,seed,,,,,958,991
41414,Annonaceae,Artabotrys ,seed,seed,,,held,,,,,964,968
41414,Annonaceae,Artabotrys ,seed,seed,,position,collateral,,,,,981,991
41414,Annonaceae,Artabotrys ,seed,aril,,subject,aril,,,,,993,1084
41414,Annonaceae,Artabotrys ,seed,aril,,,absent.a,,,,,998,1006
41414,Annonaceae,Artabotrys ,seed,aril,,UNK,genus,rather; large,,,,1007,1025
41414,Annonaceae,Artabotrys ,seed,aril,species,presence,,occurring; 100; count,,,Present,1035,1056
41414,Annonaceae,Artabotrys ,seed,aril,species,presence,occurring,100; count,,,Present,1035,1056
41414,Annonaceae,Artabotrys ,seed,aril,,UNK,africa,tropical,,,,1060,1084
41414,Annonaceae,Artabotrys ,seed,aril,,UNK,asia,tropical,,,,1060,1084
41405,Annonaceae,Asteranthe ,plant,plant,,subject,plant,,,,,0,30
41405,Annonaceae,Asteranthe ,plant,plant,,life-form,shrub,,,,,6,30
41405,Annonaceae,Asteranthe ,plant,plant,,life-form,tree,small,,,,6,30
41405,Annonaceae,Asteranthe ,plant,plant,indumentum,presence,,of simple hairs,,,Present,32,58
41405,Annonaceae,Asteranthe ,flower,flower,,subject,flower,,,,,60,134
41405,Annonaceae,Asteranthe ,flower,flower,,reproduction,hermaphrodite,,,,,68,82
41405,Annonaceae,Asteranthe ,flower,flower,,arrangement,solitary,,,,,83,102
41405,Annonaceae,Asteranthe ,flower,flower,,arrangement,paired,,,,,83,102
41405,Annonaceae,Asteranthe ,flower,flower,,position,axillary,extra,,,,103,118
41405,Annonaceae,Asteranthe ,flower,flower,,structure-infl,stalked,shortly,,,,119,134
41405,Annonaceae,Asteranthe ,flower,flower,,architecture,stalked,shortly,,,,119,134
41405,Annonaceae,Asteranthe ,flower,bracteole,,subject,bracteole,,,,,136,170
41405,Annonaceae,Asteranthe ,flower,bracteole,,count,2,,,,,147,149
41405,Annonaceae,Asteranthe ,flower,bracteole,,habit,deciduous,,,eventually,,150,170
41405,Annonaceae,Asteranthe ,flower,bracteole,,duration,deciduous,,,eventually,,150,170
41405,Annonaceae,Asteranthe ,sepal,sepal,,subject,sepal,,,,,172,195
41405,Annonaceae,Asteranthe ,sepal,sepal,,count,3,,,,,179,181
41405,Annonaceae,Asteranthe ,sepal,sepal,,dehiscence,valvate,,,,,182,190
41405,Annonaceae,Asteranthe ,sepal,sepal,,arrangement,valvate,,,,,182,190
41405,Annonaceae,Asteranthe ,sepal,sepal,,aestivation,valvate,,,,,182,190
41405,Annonaceae,Asteranthe ,sepal,sepal,,fusion,free,,,,,191,195
41405,Annonaceae,Asteranthe ,petal,petal,,subject,petal,,,,,197,323
41405,Annonaceae,Asteranthe ,petal,petal,,size,expanding,quickly,,,,246,279
41405,Annonaceae,Asteranthe ,petal,petal,,size,larger,much,,,,246,279
41405,Annonaceae,Asteranthe ,petal,petal,,fusion,joined,,,,,297,303
41405,Annonaceae,Asteranthe ,petal,petal,,count,6,,,,,204,206
41405,Annonaceae,Asteranthe ,petal,petal,,dehiscence,valvate,,,,,207,215
41405,Annonaceae,Asteranthe ,petal,petal,,arrangement,valvate,,,,,207,215
41405,Annonaceae,Asteranthe ,petal,petal,,aestivation,valvate,,,,,207,215
41405,Annonaceae,Asteranthe ,petal,petal,,life-stage,in_bud,longitudinally; folded,,,,216,245
41405,Annonaceae,Asteranthe ,petal,petal,,shape,folded,longitudinally,,in bud,,216,245
41405,Annonaceae,Asteranthe ,petal,petal,sepal,presence,,,,,Present,285,296
41405,Annonaceae,Asteranthe ,petal,petal,base,presence,,extreme,,,Present,307,323
41405,Annonaceae,Asteranthe ,stamen,stamen,,subject,stamen,,,,,325,341
41405,Annonaceae,Asteranthe ,stamen,stamen,,count,numerous,,,,,333,341
41405,Annonaceae,Asteranthe ,stamen,filament,,subject,filament,,,,,343,363
41405,Annonaceae,Asteranthe ,stamen,filament,,size,short,very,,,,353,363
41405,Annonaceae,Asteranthe ,stamen,filament,,shape,linear,anther-cells,,,,365,384
41405,Annonaceae,Asteranthe ,stamen,filament,,arrangement,linear,anther-cells,,,,365,384
41405,Annonaceae,Asteranthe ,stamen,connective-prolongation,,subject,connective-prolongation,,,,,386,441
41405,Annonaceae,Asteranthe ,stamen,connective-prolongation,,shape-base,truncate,,at; apex,,,410,431
41405,Annonaceae,Asteranthe ,stamen,connective-prolongation,,shape-apex,truncate,,at; apex,,,410,431
41405,Annonaceae,Asteranthe ,stamen,connective-prolongation,,pubescence,pubescent,,,,,432,441
41405,Annonaceae,Asteranthe ,carpel,carpel,,subject,carpel,,,,,443,493
41405,Annonaceae,Asteranthe ,carpel,carpel,,count,10–22,,,,,451,457
41405,Annonaceae,Asteranthe ,carpel,carpel,,fusion,free,,,,,458,463
41405,Annonaceae,Asteranthe ,carpel,carpel,ovule,presence,,several biseriate,,,Present,464,493
41405,Annonaceae,Asteranthe ,carpel,style,,subject,style,,,,,495,622
41405,Annonaceae,Asteranthe ,carpel,style,,shape,folded,complicatedly; laterally,,,,501,531
41405,Annonaceae,Asteranthe ,carpel,style,,,stigmatose,,,,,551,561
41405,Annonaceae,Asteranthe ,carpel,style,margin,presence,,upper,,,Present,568,581
41405,Annonaceae,Asteranthe ,carpel,style,margin,presence,,,upper,,Present,568,581
41405,Annonaceae,Asteranthe ,carpel,style,parts,presence,,,innermost,,Present,587,602
41405,Annonaceae,Asteranthe ,carpel,style,,,ends,,,,,545,550
41405,Annonaceae,Asteranthe ,carpel,style,,UNK,projecting,folds,,,,606,622
41405,Annonaceae,Asteranthe ,monocarp,monocarp,,subject,monocarp,,,,,624,770
41405,Annonaceae,Asteranthe ,monocarp,monocarp,,dehiscence,indehiscent,,,,,634,646
41405,Annonaceae,Asteranthe ,monocarp,monocarp,,shape,cylindrical,sub,,,,647,663
41405,Annonaceae,Asteranthe ,monocarp,monocarp,,size,narrowed,somewhat,towards; apex,,,664,699
41405,Annonaceae,Asteranthe ,monocarp,monocarp,,architecture,subsessile,,,,,700,711
41405,Annonaceae,Asteranthe ,monocarp,monocarp,,architecture,-seeded,3–10,,,,712,724
41405,Annonaceae,Asteranthe ,monocarp,monocarp,,size,constricted,slightly,between; seed,,,725,764
41405,Annonaceae,Asteranthe ,monocarp,monocarp,,wetness,dry,±,,,,765,770
41405,Annonaceae,Asteranthe ,seed,seed,,subject,seed,,,,,772,847
41405,Annonaceae,Asteranthe ,seed,seed,,shape,ellipsoid,irregularly,,,,778,800
